fathers_occupation,sons_occupation,family_structure,race,counts_for_sons_first_occupation,counts_for_sons_current_occupation
Proprietor,Farmer/Farm_Manager,nonintact,black,0.0,less than 0.6
Salesman-Nonretail,Clerk,nonintact,white,3.2,between 0.6 and 3.3
Craftsmen-Other,Proprietor,nonintact,black,0.0,less than 0.6
Salesman-Nonretail,Laborer-Manufacturing,nonintact,black,0.0,less than 0.6
Operative-Manufacturing,Operative-Manufacturing,nonintact,black,7.0,between 3.3 and 14.6
Proprietor,Laborer-Manufacturing,intact,black,0.0,less than 0.6
Operative-Nonmanufacturing,Clerk,intact,black,11.3,between 3.3 and 14.6
Salesman-Nonretail,Craftsmen-Other,nonintact,white,0.6,between 0.6 and 3.3
Service_Worker,Proprietor,nonintact,white,0.9,between 3.3 and 14.6
Manager,Manager,nonintact,white,1.5,greater than 14.6
Service_Worker,Farm_Laborer,intact,white,8.6,between 0.6 and 3.3
Craftsman-Manufacturing,Proprietor,intact,white,2.3,greater than 14.6
Operative-Manufacturing,Craftsmen-Other,nonintact,black,0.0,between 0.6 and 3.3
Professional-Salaried,Laborer-Manufacturing,intact,black,1.1,between 0.6 and 3.3
Craftsmen-Other,Craftsman-Manufacturing,intact,white,58.2,greater than 14.6
Service_Worker,Salesman-Nonretail,intact,black,0.4,between 0.6 and 3.3
Farm_Laborer,Laborer-Nonmanufacturing,nonintact,black,8.5,between 3.3 and 14.6
Manager,Clerk,nonintact,black,0.6,between 0.6 and 3.3
Operative-Nonmanufacturing,Service_Worker,intact,white,51.6,greater than 14.6
Professional-Salaried,Laborer-Nonmanufacturing,intact,black,0.9,between 0.6 and 3.3
Professional_Self-Employed,Farm_Laborer,nonintact,black,0.0,less than 0.6
Farmer/Farm_Manager,Salesman-Nonretail,intact,black,0.0,between 0.6 and 3.3
Farm_Laborer,Craftsman-Manufacturing,intact,white,17.4,greater than 14.6
Professional_Self-Employed,Proprietor,nonintact,white,0.0,between 0.6 and 3.3
Service_Worker,Operative-Manufacturing,nonintact,black,38.4,greater than 14.6
Salesman-Retail,Craftsman-Construction,nonintact,white,2.3,between 0.6 and 3.3
Craftsman-Manufacturing,Salesman-Nonretail,intact,white,31.4,greater than 14.6
Service_Worker,Laborer-Manufacturing,intact,white,20.9,between 3.3 and 14.6
Operative-Nonmanufacturing,Farmer/Farm_Manager,intact,white,8.7,between 3.3 and 14.6
Craftsmen-Other,Laborer-Manufacturing,nonintact,white,5.8,less than 0.6
Farmer/Farm_Manager,Manager,intact,black,1.4,between 3.3 and 14.6
Laborer-Nonmanufacturing,Craftsmen-Other,intact,white,34.9,greater than 14.6
Craftsman-Manufacturing,Craftsman-Manufacturing,nonintact,white,7.0,between 3.3 and 14.6
Craftsmen-Other,Farmer/Farm_Manager,nonintact,black,0.0,less than 0.6
Craftsmen-Other,Professional-Salaried,nonintact,black,0.0,between 0.6 and 3.3
Laborer-Manufacturing,Service_Worker,nonintact,black,1.0,between 0.6 and 3.3
Craftsmen-Other,Salesman-Retail,nonintact,black,0.0,between 0.6 and 3.3
Salesman-Nonretail,Professional-Salaried,intact,white,114.0,greater than 14.6
Craftsman-Manufacturing,Service_Worker,intact,white,50.7,greater than 14.6
Salesman-Nonretail,Craftsmen-Other,intact,black,0.0,between 0.6 and 3.3
Salesman-Retail,Operative-Nonmanufacturing,nonintact,white,10.6,between 3.3 and 14.6
Clerk,Service_Worker,nonintact,white,12.6,between 3.3 and 14.6
Operative-Nonmanufacturing,Operative-Manufacturing,nonintact,black,5.3,between 3.3 and 14.6
Craftsman-Construction,Proprietor,intact,black,0.0,less than 0.6
Farm_Laborer,Proprietor,intact,black,0.0,between 0.6 and 3.3
Laborer-Manufacturing,Laborer-Manufacturing,nonintact,black,1.0,between 0.6 and 3.3
Operative-Manufacturing,Farmer/Farm_Manager,intact,white,6.8,between 3.3 and 14.6
Salesman-Nonretail,Operative-Manufacturing,intact,black,0.0,less than 0.6
Professional_Self-Employed,Professional-Salaried,intact,white,96.2,greater than 14.6
Craftsman-Manufacturing,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Professional-Salaried,intact,black,3.2,between 3.3 and 14.6
Proprietor,Operative-Manufacturing,intact,white,79.5,greater than 14.6
Proprietor,Farm_Laborer,nonintact,black,0.0,less than 0.6
Manager,Operative-Manufacturing,intact,black,0.4,between 0.6 and 3.3
Service_Worker,Farm_Laborer,nonintact,black,7.6,between 0.6 and 3.3
Craftsman-Manufacturing,Laborer-Manufacturing,nonintact,black,0.5,less than 0.6
Clerk,Operative-Manufacturing,nonintact,white,23.8,greater than 14.6
Farm_Laborer,Professional-Salaried,nonintact,black,1.9,between 0.6 and 3.3
Laborer-Manufacturing,Craftsman-Manufacturing,intact,black,1.0,between 3.3 and 14.6
Operative-Manufacturing,Farm_Laborer,nonintact,white,3.2,less than 0.6
Farmer/Farm_Manager,Operative-Manufacturing,intact,white,294.7,greater than 14.6
Service_Worker,Manager,nonintact,black,1.7,between 3.3 and 14.6
Craftsmen-Other,Farm_Laborer,nonintact,white,5.0,between 0.6 and 3.3
Operative-Manufacturing,Salesman-Nonretail,nonintact,white,5.6,between 3.3 and 14.6
Laborer-Nonmanufacturing,Laborer-Manufacturing,intact,black,11.2,between 3.3 and 14.6
Salesman-Retail,Service_Worker,intact,white,7.4,greater than 14.6
Salesman-Retail,Operative-Nonmanufacturing,intact,black,0.5,less than 0.6
Laborer-Manufacturing,Operative-Nonmanufacturing,intact,white,40.8,greater than 14.6
Service_Worker,Operative-Manufacturing,nonintact,white,39.3,greater than 14.6
Professional-Salaried,Operative-Manufacturing,intact,black,1.8,between 0.6 and 3.3
Clerk,Craftsmen-Other,intact,black,2.9,between 0.6 and 3.3
Proprietor,Farm_Laborer,nonintact,white,2.6,between 0.6 and 3.3
Laborer-Nonmanufacturing,Service_Worker,intact,black,18.1,between 3.3 and 14.6
Salesman-Retail,Clerk,nonintact,black,0.0,between 0.6 and 3.3
Clerk,Professional_Self-Employed,intact,black,0.4,less than 0.6
Operative-Nonmanufacturing,Craftsman-Manufacturing,nonintact,black,0.6,between 0.6 and 3.3
Laborer-Manufacturing,Operative-Manufacturing,intact,white,69.9,greater than 14.6
Laborer-Nonmanufacturing,Manager,intact,black,0.0,between 3.3 and 14.6
Laborer-Manufacturing,Salesman-Nonretail,intact,white,3.0,between 3.3 and 14.6
Clerk,Laborer-Manufacturing,intact,black,1.8,between 0.6 and 3.3
Professional-Salaried,Operative-Nonmanufacturing,nonintact,white,8.5,between 3.3 and 14.6
Proprietor,Manager,intact,black,0.6,less than 0.6
Craftsman-Manufacturing,Manager,nonintact,white,2.6,between 3.3 and 14.6
Laborer-Manufacturing,Proprietor,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Operative-Manufacturing,intact,black,7.5,between 3.3 and 14.6
Proprietor,Professional-Salaried,nonintact,white,13.3,between 3.3 and 14.6
Farmer/Farm_Manager,Salesman-Nonretail,intact,white,29.3,greater than 14.6
Craftsman-Construction,Laborer-Manufacturing,intact,black,4.0,between 3.3 and 14.6
Salesman-Retail,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Manager,Farmer/Farm_Manager,intact,black,0.0,less than 0.6
Salesman-Nonretail,Salesman-Nonretail,intact,black,0.0,less than 0.6
Farmer/Farm_Manager,Clerk,nonintact,black,0.8,between 3.3 and 14.6
Operative-Manufacturing,Laborer-Manufacturing,intact,black,11.4,between 3.3 and 14.6
Salesman-Nonretail,Farm_Laborer,intact,black,0.0,less than 0.6
Craftsmen-Other,Craftsman-Construction,nonintact,black,1.2,less than 0.6
Farmer/Farm_Manager,Operative-Manufacturing,nonintact,white,37.1,greater than 14.6
Salesman-Retail,Professional-Salaried,intact,black,0.0,less than 0.6
Farm_Laborer,Farm_Laborer,nonintact,white,46.2,between 3.3 and 14.6
Laborer-Manufacturing,Laborer-Nonmanufacturing,nonintact,white,1.4,between 0.6 and 3.3
Laborer-Nonmanufacturing,Laborer-Manufacturing,nonintact,white,2.4,less than 0.6
Service_Worker,Professional_Self-Employed,intact,black,0.5,less than 0.6
Operative-Nonmanufacturing,Farmer/Farm_Manager,nonintact,black,1.0,less than 0.6
Operative-Nonmanufacturing,Craftsmen-Other,nonintact,white,11.1,greater than 14.6
Clerk,Service_Worker,intact,white,15.1,greater than 14.6
Craftsman-Construction,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Farm_Laborer,Manager,nonintact,white,0.0,between 3.3 and 14.6
Craftsman-Construction,Operative-Nonmanufacturing,intact,black,8.3,between 3.3 and 14.6
Farm_Laborer,Laborer-Manufacturing,intact,black,12.3,between 3.3 and 14.6
Professional-Salaried,Craftsman-Manufacturing,nonintact,black,1.0,between 0.6 and 3.3
Service_Worker,Professional-Salaried,nonintact,black,6.3,between 3.3 and 14.6
Operative-Manufacturing,Manager,intact,white,26.6,greater than 14.6
Salesman-Retail,Professional-Salaried,nonintact,white,16.2,between 3.3 and 14.6
Operative-Manufacturing,Operative-Manufacturing,intact,black,20.6,greater than 14.6
Professional_Self-Employed,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Salesman-Retail,Salesman-Retail,nonintact,white,5.9,between 3.3 and 14.6
Operative-Nonmanufacturing,Professional-Salaried,intact,black,8.7,between 3.3 and 14.6
Operative-Nonmanufacturing,Salesman-Retail,nonintact,black,1.0,between 0.6 and 3.3
Craftsman-Construction,Craftsmen-Other,nonintact,black,0.3,between 0.6 and 3.3
Salesman-Nonretail,Laborer-Manufacturing,intact,black,0.0,less than 0.6
Manager,Professional_Self-Employed,intact,black,0.0,less than 0.6
Clerk,Craftsmen-Other,nonintact,black,0.0,less than 0.6
Craftsmen-Other,Operative-Nonmanufacturing,intact,black,8.4,between 3.3 and 14.6
Salesman-Retail,Salesman-Nonretail,intact,black,0.0,less than 0.6
Clerk,Laborer-Manufacturing,intact,white,19.6,between 3.3 and 14.6
Laborer-Manufacturing,Clerk,intact,black,7.8,between 3.3 and 14.6
Salesman-Retail,Farmer/Farm_Manager,nonintact,white,0.0,between 0.6 and 3.3
Operative-Manufacturing,Craftsman-Construction,nonintact,white,7.0,greater than 14.6
Operative-Nonmanufacturing,Manager,nonintact,black,1.8,between 0.6 and 3.3
Salesman-Nonretail,Operative-Nonmanufacturing,nonintact,black,0.0,less than 0.6
Operative-Nonmanufacturing,Laborer-Nonmanufacturing,intact,black,10.5,between 3.3 and 14.6
Operative-Nonmanufacturing,Laborer-Manufacturing,intact,white,54.0,greater than 14.6
Craftsman-Manufacturing,Farmer/Farm_Manager,intact,white,7.3,between 3.3 and 14.6
Service_Worker,Laborer-Nonmanufacturing,nonintact,black,25.3,greater than 14.6
Manager,Salesman-Retail,intact,white,59.0,greater than 14.6
Craftsmen-Other,Laborer-Nonmanufacturing,nonintact,black,0.4,between 0.6 and 3.3
Laborer-Manufacturing,Craftsman-Construction,intact,white,10.0,greater than 14.6
Clerk,Proprietor,nonintact,white,0.0,between 3.3 and 14.6
Farm_Laborer,Farm_Laborer,intact,white,239.3,greater than 14.6
Craftsman-Manufacturing,Service_Worker,nonintact,white,4.8,between 3.3 and 14.6
Salesman-Retail,Professional_Self-Employed,nonintact,white,0.0,less than 0.6
Professional_Self-Employed,Laborer-Nonmanufacturing,intact,black,0.0,less than 0.6
Proprietor,Professional-Salaried,intact,black,1.3,between 0.6 and 3.3
Laborer-Manufacturing,Service_Worker,nonintact,white,2.5,between 0.6 and 3.3
Salesman-Nonretail,Laborer-Manufacturing,intact,white,4.7,between 3.3 and 14.6
Professional_Self-Employed,Laborer-Nonmanufacturing,intact,white,5.9,between 3.3 and 14.6
Operative-Nonmanufacturing,Service_Worker,nonintact,black,4.9,between 3.3 and 14.6
Operative-Nonmanufacturing,Farm_Laborer,nonintact,white,7.1,between 0.6 and 3.3
Clerk,Clerk,nonintact,white,26.5,greater than 14.6
Operative-Nonmanufacturing,Professional_Self-Employed,intact,white,3.8,between 3.3 and 14.6
Service_Worker,Farmer/Farm_Manager,intact,black,0.0,less than 0.6
Operative-Manufacturing,Operative-Manufacturing,intact,white,427.4,greater than 14.6
Operative-Manufacturing,Craftsman-Construction,intact,black,0.8,between 0.6 and 3.3
Operative-Manufacturing,Clerk,nonintact,black,1.3,between 3.3 and 14.6
Professional_Self-Employed,Operative-Nonmanufacturing,nonintact,black,0.0,less than 0.6
Manager,Laborer-Nonmanufacturing,nonintact,white,5.7,between 0.6 and 3.3
Craftsmen-Other,Clerk,intact,black,6.8,between 3.3 and 14.6
Professional_Self-Employed,Salesman-Retail,nonintact,white,1.5,between 0.6 and 3.3
Craftsmen-Other,Laborer-Manufacturing,nonintact,black,0.0,less than 0.6
Craftsman-Construction,Laborer-Manufacturing,nonintact,white,0.9,less than 0.6
Laborer-Manufacturing,Farm_Laborer,intact,black,6.0,between 0.6 and 3.3
Farmer/Farm_Manager,Laborer-Nonmanufacturing,intact,white,167.6,greater than 14.6
Craftsman-Manufacturing,Craftsman-Construction,nonintact,black,0.0,between 0.6 and 3.3
Operative-Nonmanufacturing,Laborer-Nonmanufacturing,intact,white,117.2,greater than 14.6
Craftsman-Construction,Craftsmen-Other,intact,white,62.6,greater than 14.6
Craftsmen-Other,Farmer/Farm_Manager,intact,black,0.0,less than 0.6
Salesman-Retail,Service_Worker,nonintact,white,4.0,between 3.3 and 14.6
Craftsman-Manufacturing,Clerk,intact,black,6.5,between 3.3 and 14.6
Farm_Laborer,Proprietor,nonintact,white,0.0,between 0.6 and 3.3
Craftsman-Construction,Professional-Salaried,nonintact,black,1.1,between 0.6 and 3.3
Craftsman-Construction,Clerk,nonintact,black,0.0,less than 0.6
Operative-Manufacturing,Professional-Salaried,intact,white,127.9,greater than 14.6
Manager,Professional_Self-Employed,intact,white,12.8,greater than 14.6
Operative-Nonmanufacturing,Service_Worker,intact,black,13.0,between 3.3 and 14.6
Operative-Manufacturing,Farmer/Farm_Manager,nonintact,white,3.3,between 0.6 and 3.3
Farm_Laborer,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Clerk,Salesman-Retail,intact,white,27.3,between 3.3 and 14.6
Professional-Salaried,Laborer-Manufacturing,nonintact,black,1.0,less than 0.6
Farm_Laborer,Salesman-Nonretail,nonintact,white,0.0,between 0.6 and 3.3
Operative-Nonmanufacturing,Operative-Nonmanufacturing,intact,black,20.4,greater than 14.6
Laborer-Nonmanufacturing,Salesman-Nonretail,intact,white,7.1,greater than 14.6
Professional_Self-Employed,Laborer-Manufacturing,intact,white,2.4,between 0.6 and 3.3
Professional-Salaried,Craftsman-Construction,nonintact,white,1.5,between 3.3 and 14.6
Professional-Salaried,Clerk,intact,black,2.6,between 0.6 and 3.3
Clerk,Laborer-Manufacturing,nonintact,white,5.6,between 0.6 and 3.3
Craftsman-Construction,Laborer-Manufacturing,intact,white,33.8,between 3.3 and 14.6
Farmer/Farm_Manager,Craftsman-Manufacturing,intact,black,7.2,greater than 14.6
Professional-Salaried,Salesman-Nonretail,intact,white,36.2,greater than 14.6
Proprietor,Professional_Self-Employed,intact,black,0.0,less than 0.6
Laborer-Nonmanufacturing,Farmer/Farm_Manager,intact,black,0.7,less than 0.6
Farm_Laborer,Professional-Salaried,nonintact,white,5.5,between 0.6 and 3.3
Farm_Laborer,Farm_Laborer,nonintact,black,30.4,between 3.3 and 14.6
Salesman-Retail,Salesman-Retail,intact,black,0.6,less than 0.6
Clerk,Clerk,nonintact,black,1.9,between 3.3 and 14.6
Operative-Nonmanufacturing,Manager,intact,white,23.3,greater than 14.6
Salesman-Retail,Salesman-Retail,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Manager,intact,black,0.0,between 0.6 and 3.3
Laborer-Manufacturing,Professional_Self-Employed,nonintact,white,0.0,less than 0.6
Operative-Manufacturing,Operative-Nonmanufacturing,nonintact,black,3.3,between 3.3 and 14.6
Service_Worker,Farmer/Farm_Manager,nonintact,white,0.9,between 0.6 and 3.3
Farm_Laborer,Salesman-Retail,intact,black,3.8,less than 0.6
Craftsman-Construction,Farm_Laborer,intact,black,1.4,less than 0.6
Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,intact,white,89.0,greater than 14.6
Professional-Salaried,Proprietor,intact,white,8.4,between 3.3 and 14.6
Service_Worker,Professional_Self-Employed,nonintact,white,4.2,between 0.6 and 3.3
Farm_Laborer,Proprietor,intact,white,1.5,greater than 14.6
Clerk,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Clerk,Operative-Nonmanufacturing,nonintact,white,16.3,between 3.3 and 14.6
Laborer-Manufacturing,Salesman-Retail,intact,black,0.8,between 0.6 and 3.3
Salesman-Nonretail,Salesman-Nonretail,nonintact,white,3.4,between 3.3 and 14.6
Operative-Nonmanufacturing,Proprietor,intact,black,0.5,between 0.6 and 3.3
Craftsman-Manufacturing,Operative-Nonmanufacturing,intact,white,91.9,greater than 14.6
Professional_Self-Employed,Proprietor,nonintact,black,0.0,less than 0.6
Farmer/Farm_Manager,Professional-Salaried,nonintact,black,3.7,between 3.3 and 14.6
Clerk,Manager,intact,white,32.7,greater than 14.6
Manager,Craftsman-Manufacturing,nonintact,white,2.3,between 3.3 and 14.6
Service_Worker,Craftsman-Manufacturing,nonintact,white,13.7,greater than 14.6
Craftsman-Manufacturing,Manager,intact,white,46.6,greater than 14.6
Service_Worker,Craftsman-Manufacturing,nonintact,black,7.5,between 3.3 and 14.6
Laborer-Manufacturing,Craftsman-Manufacturing,nonintact,black,0.0,between 0.6 and 3.3
Farmer/Farm_Manager,Craftsmen-Other,nonintact,black,2.7,between 3.3 and 14.6
Farm_Laborer,Service_Worker,intact,black,11.2,greater than 14.6
Farmer/Farm_Manager,Proprietor,nonintact,black,0.0,between 0.6 and 3.3
