Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
SDP,NL,1991,646,84,0.31,0.362,0.244,0,,,162,,,less than 652.0
STL,NL,1998,782,83,0.341,0.441,0.258,0,,,163,,,greater than 775.0
MIN,AL,1986,839,71,0.325,0.428,0.261,0,,,162,,,between 711.0 and 775.0
COL,NL,2006,812,76,0.341,0.433,0.27,0,,,162,0.346,0.4379999999999999,greater than 775.0
ARI,NL,2003,685,84,0.33,0.417,0.263,0,,,162,0.322,0.3879999999999999,between 711.0 and 775.0
TBD,AL,2005,936,67,0.3289999999999999,0.425,0.2739999999999999,0,,,162,0.355,0.455,between 711.0 and 775.0
DET,AL,1996,1103,53,0.3229999999999999,0.42,0.256,0,,,162,,,greater than 775.0
SFG,NL,1964,587,90,0.31,0.382,0.246,0,,,162,,,between 652.0 and 711.0
TOR,AL,1992,682,96,0.3329999999999999,0.414,0.263,1,2.0,1.0,162,,,greater than 775.0
TEX,AL,2009,740,87,0.32,0.445,0.26,0,,,162,0.331,0.416,greater than 775.0
TOR,AL,1989,651,89,0.3229999999999999,0.3979999999999999,0.26,1,4.0,3.0,162,,,between 711.0 and 775.0
OAK,AL,1968,544,82,0.304,0.3429999999999999,0.24,0,,,163,,,less than 652.0
CLE,AL,1982,748,78,0.341,0.373,0.262,0,,,162,,,between 652.0 and 711.0
DET,AL,1984,643,104,0.342,0.432,0.271,1,1.0,1.0,162,,,greater than 775.0
CIN,NL,1993,785,73,0.324,0.396,0.264,0,,,162,,,between 711.0 and 775.0
SEA,AL,1989,728,73,0.32,0.384,0.257,0,,,162,,,between 652.0 and 711.0
HOU,NL,1980,589,93,0.326,0.367,0.261,1,3.0,3.0,163,,,less than 652.0
BAL,AL,1970,574,108,0.344,0.401,0.257,1,1.0,1.0,162,,,greater than 775.0
CHW,AL,1977,771,90,0.344,0.444,0.278,0,,,162,,,greater than 775.0
CIN,NL,2008,800,74,0.321,0.408,0.247,0,,,162,0.345,0.45,between 652.0 and 711.0
SFG,NL,1983,697,79,0.325,0.375,0.247,0,,,162,,,between 652.0 and 711.0
TBR,AL,2009,754,84,0.3429999999999999,0.439,0.263,0,,,162,0.324,0.417,greater than 775.0
SEA,AL,1997,833,90,0.355,0.485,0.28,1,5.0,4.0,162,,,greater than 775.0
TEX,AL,1985,785,62,0.322,0.381,0.253,0,,,161,,,less than 652.0
SDP,NL,1971,610,61,0.293,0.332,0.233,0,,,161,,,less than 652.0
TEX,AL,2011,677,96,0.34,0.46,0.283,1,3.0,2.0,162,0.307,0.392,greater than 775.0
OAK,AL,1990,570,103,0.336,0.391,0.254,1,1.0,2.0,162,,,between 711.0 and 775.0
PHI,NL,1983,635,90,0.3289999999999999,0.373,0.249,1,4.0,2.0,163,,,between 652.0 and 711.0
KCR,AL,1980,694,97,0.345,0.413,0.286,1,2.0,2.0,162,,,greater than 775.0
WSN,NL,2009,874,59,0.337,0.406,0.258,0,,,162,0.352,0.45,between 652.0 and 711.0
PHI,NL,1988,734,65,0.306,0.355,0.239,0,,,162,,,less than 652.0
LAA,AL,1964,551,82,0.304,0.344,0.242,0,,,162,,,less than 652.0
LAD,NL,1963,550,99,0.309,0.357,0.251,1,2.0,1.0,163,,,less than 652.0
MIL,NL,2009,818,80,0.341,0.426,0.263,0,,,162,0.345,0.45,greater than 775.0
STL,NL,1989,608,86,0.321,0.363,0.258,0,,,164,,,less than 652.0
COL,NL,2000,897,82,0.362,0.455,0.294,0,,,162,0.354,0.471,greater than 775.0
TEX,AL,2004,794,89,0.3289999999999999,0.457,0.266,0,,,162,0.344,0.432,greater than 775.0
OAK,AL,1988,620,104,0.336,0.3989999999999999,0.263,1,1.0,2.0,162,,,greater than 775.0
TOR,AL,1982,701,78,0.314,0.3829999999999999,0.262,0,,,162,,,less than 652.0
BOS,AL,1980,767,83,0.34,0.436,0.283,0,,,160,,,between 711.0 and 775.0
MIN,AL,2011,804,63,0.306,0.36,0.247,0,,,162,0.34,0.435,less than 652.0
NYY,AL,2001,713,95,0.3339999999999999,0.435,0.267,1,3.0,2.0,161,0.318,0.3979999999999999,greater than 775.0
CHW,AL,1983,650,99,0.3289999999999999,0.413,0.262,1,1.0,3.0,162,,,greater than 775.0
MIL,NL,2006,833,75,0.327,0.42,0.258,0,,,162,0.3329999999999999,0.4379999999999999,between 711.0 and 775.0
KCR,AL,2009,842,65,0.318,0.405,0.259,0,,,162,0.3429999999999999,0.422,between 652.0 and 711.0
CHC,NL,2012,759,61,0.302,0.3779999999999999,0.24,0,,,162,0.335,0.424,less than 652.0
CLE,AL,1989,654,73,0.31,0.365,0.245,0,,,162,,,less than 652.0
LAD,NL,1991,565,93,0.326,0.359,0.253,0,,,162,,,between 652.0 and 711.0
SDP,NL,2011,611,71,0.305,0.349,0.237,0,,,162,0.314,0.375,less than 652.0
SDP,NL,2004,705,87,0.342,0.414,0.273,0,,,162,0.318,0.431,between 711.0 and 775.0
KCA,AL,1967,660,62,0.296,0.33,0.233,0,,,161,,,less than 652.0
SDP,NL,1998,635,98,0.33,0.409,0.253,1,4.0,2.0,162,,,between 711.0 and 775.0
CIN,NL,1971,581,79,0.3,0.366,0.241,0,,,162,,,less than 652.0
MON,NL,1983,646,82,0.326,0.386,0.264,0,,,163,,,between 652.0 and 711.0
OAK,AL,1980,642,83,0.322,0.385,0.259,0,,,162,,,between 652.0 and 711.0
MIN,AL,1964,678,79,0.322,0.427,0.252,0,,,163,,,between 711.0 and 775.0
BAL,AL,1986,760,73,0.327,0.395,0.258,0,,,162,,,between 652.0 and 711.0
BOS,AL,2002,665,93,0.345,0.444,0.2769999999999999,0,,,162,0.308,0.385,greater than 775.0
FLA,NL,2001,744,76,0.326,0.423,0.264,0,,,162,0.3379999999999999,0.411,between 711.0 and 775.0
SDP,NL,1977,834,69,0.324,0.375,0.249,0,,,162,,,between 652.0 and 711.0
KCR,AL,2002,891,62,0.3229999999999999,0.3979999999999999,0.256,0,,,162,0.349,0.4639999999999999,between 711.0 and 775.0
WSN,NL,2008,825,59,0.3229999999999999,0.373,0.251,0,,,161,0.3429999999999999,0.436,less than 652.0
CHC,NL,2008,671,97,0.354,0.4429999999999999,0.278,1,2.0,4.0,161,0.316,0.395,greater than 775.0
ATL,NL,1968,549,81,0.307,0.3389999999999999,0.252,0,,,163,,,less than 652.0
MON,NL,1991,655,71,0.308,0.357,0.246,0,,,161,,,less than 652.0
CLE,AL,1986,841,84,0.337,0.43,0.284,0,,,163,,,greater than 775.0
ATL,NL,1987,829,69,0.3389999999999999,0.4029999999999999,0.258,0,,,161,,,between 711.0 and 775.0
PHI,NL,2011,529,102,0.3229999999999999,0.395,0.253,1,1.0,4.0,162,0.296,0.361,between 711.0 and 775.0
MIN,AL,1977,776,84,0.348,0.417,0.282,0,,,161,,,greater than 775.0
KCR,AL,1985,639,91,0.313,0.401,0.252,1,4.0,1.0,162,,,between 652.0 and 711.0
CHW,AL,1982,710,87,0.337,0.413,0.273,0,,,162,,,greater than 775.0
MIN,AL,1980,724,77,0.319,0.381,0.265,0,,,161,,,between 652.0 and 711.0
SDP,NL,2001,812,79,0.336,0.3989999999999999,0.252,0,,,162,0.33,0.45,greater than 775.0
LAD,NL,1964,572,80,0.305,0.34,0.25,0,,,164,,,less than 652.0
SDP,NL,2008,764,63,0.317,0.39,0.25,0,,,162,0.332,0.409,less than 652.0
PHI,NL,1997,840,68,0.322,0.385,0.255,0,,,162,,,between 652.0 and 711.0
NYM,NL,1988,532,100,0.325,0.396,0.256,1,2.0,3.0,160,,,between 652.0 and 711.0
COL,NL,1999,1028,72,0.348,0.472,0.288,0,,,162,0.384,0.499,greater than 775.0
BOS,AL,1975,709,95,0.344,0.417,0.275,1,3.0,2.0,160,,,greater than 775.0
SFG,NL,1975,671,80,0.3329999999999999,0.365,0.259,0,,,161,,,between 652.0 and 711.0
OAK,AL,2002,654,103,0.3389999999999999,0.432,0.261,1,1.0,4.0,162,0.315,0.384,greater than 775.0
OAK,AL,2012,614,94,0.31,0.4039999999999999,0.238,1,4.0,4.0,162,0.306,0.3779999999999999,between 711.0 and 775.0
SDP,NL,1987,763,65,0.332,0.3779999999999999,0.26,0,,,162,,,between 652.0 and 711.0
CHW,AL,2011,706,79,0.319,0.3879999999999999,0.252,0,,,162,0.317,0.397,between 652.0 and 711.0
CHC,NL,1980,728,64,0.309,0.365,0.251,0,,,162,,,less than 652.0
TOR,AL,1996,809,74,0.331,0.42,0.259,0,,,162,,,between 711.0 and 775.0
CLE,AL,1980,807,79,0.35,0.381,0.2769999999999999,0,,,160,,,between 711.0 and 775.0
DET,AL,1968,492,103,0.307,0.385,0.235,1,1.0,1.0,164,,,between 652.0 and 711.0
MON,NL,1999,853,68,0.3229999999999999,0.427,0.265,0,,,162,0.342,0.418,between 711.0 and 775.0
STL,NL,1982,609,92,0.3339999999999999,0.364,0.264,1,3.0,1.0,162,,,between 652.0 and 711.0
SDP,NL,1979,681,68,0.311,0.348,0.242,0,,,161,,,less than 652.0
CAL,AL,1992,671,72,0.301,0.3379999999999999,0.243,0,,,162,,,less than 652.0
NYY,AL,1984,679,87,0.3389999999999999,0.4039999999999999,0.276,0,,,162,,,between 711.0 and 775.0
CIN,NL,1968,673,83,0.32,0.389,0.273,0,,,163,,,between 652.0 and 711.0
SFG,NL,1976,686,74,0.312,0.345,0.246,0,,,162,,,less than 652.0
COL,NL,2011,774,73,0.3289999999999999,0.41,0.258,0,,,162,0.331,0.431,between 711.0 and 775.0
STL,NL,2007,829,78,0.337,0.405,0.2739999999999999,0,,,162,0.336,0.431,between 711.0 and 775.0
CHC,NL,2004,665,89,0.3279999999999999,0.4579999999999999,0.268,0,,,162,0.321,0.395,greater than 775.0
NYY,AL,1982,716,79,0.3279999999999999,0.3979999999999999,0.256,0,,,162,,,between 652.0 and 711.0
BOS,AL,1967,614,92,0.321,0.395,0.255,1,2.0,2.0,162,,,between 711.0 and 775.0
TEX,AL,1973,844,57,0.318,0.361,0.255,0,,,162,,,less than 652.0
NYY,AL,1983,703,91,0.337,0.416,0.273,0,,,162,,,between 711.0 and 775.0
CIN,NL,1962,685,98,0.332,0.417,0.27,0,,,162,,,greater than 775.0
HOU,NL,1996,792,82,0.336,0.397,0.262,0,,,162,,,between 711.0 and 775.0
CHC,NL,2007,690,85,0.3329999999999999,0.422,0.271,1,5.0,4.0,162,0.322,0.3989999999999999,between 711.0 and 775.0
ATL,NL,1988,741,54,0.298,0.348,0.242,0,,,160,,,less than 652.0
TEX,AL,1988,735,70,0.32,0.368,0.252,0,,,161,,,less than 652.0
CLE,AL,1979,805,81,0.34,0.384,0.258,0,,,161,,,between 711.0 and 775.0
MON,NL,2003,716,83,0.326,0.401,0.258,0,,,162,0.327,0.423,between 711.0 and 775.0
MIN,AL,1989,738,80,0.3339999999999999,0.402,0.276,0,,,162,,,between 711.0 and 775.0
CHW,AL,1965,555,95,0.315,0.364,0.246,0,,,162,,,less than 652.0
SEA,AL,1987,801,78,0.335,0.428,0.272,0,,,162,,,between 711.0 and 775.0
BOS,AL,1970,722,87,0.335,0.428,0.262,0,,,162,,,greater than 775.0
ATL,NL,1976,700,70,0.32,0.3339999999999999,0.245,0,,,162,,,less than 652.0
HOU,NL,1991,717,65,0.309,0.347,0.244,0,,,162,,,less than 652.0
BOS,AL,1964,793,72,0.322,0.416,0.258,0,,,162,,,between 652.0 and 711.0
PHI,NL,1985,673,75,0.312,0.3829999999999999,0.245,0,,,162,,,between 652.0 and 711.0
TEX,AL,1983,609,77,0.31,0.366,0.255,0,,,163,,,less than 652.0
NYM,NL,2012,709,74,0.316,0.386,0.249,0,,,162,0.315,0.401,less than 652.0
CLE,AL,2008,761,81,0.3389999999999999,0.424,0.262,0,,,162,0.33,0.424,greater than 775.0
PIT,NL,2002,730,72,0.319,0.381,0.244,0,,,161,0.342,0.423,less than 652.0
MIL,NL,2004,757,67,0.321,0.387,0.248,0,,,161,0.32,0.417,less than 652.0
BOS,AL,1973,647,89,0.3379999999999999,0.401,0.267,0,,,162,,,between 711.0 and 775.0
SFG,NL,1963,641,88,0.316,0.414,0.258,0,,,162,,,between 711.0 and 775.0
FLA,NL,2006,772,78,0.331,0.435,0.264,0,,,162,0.347,0.423,between 711.0 and 775.0
STL,NL,2009,640,91,0.332,0.415,0.263,1,6.0,4.0,162,0.319,0.386,between 711.0 and 775.0
MIN,AL,1963,602,91,0.325,0.43,0.255,0,,,161,,,between 711.0 and 775.0
OAK,AL,1976,598,87,0.3229999999999999,0.361,0.246,0,,,161,,,between 652.0 and 711.0
SDP,NL,1990,673,75,0.32,0.38,0.257,0,,,162,,,between 652.0 and 711.0
ARI,NL,2006,788,76,0.331,0.424,0.267,0,,,162,0.335,0.431,between 711.0 and 775.0
ARI,NL,2002,674,98,0.346,0.423,0.267,1,4.0,4.0,162,0.305,0.397,greater than 775.0
NYY,AL,1996,787,92,0.36,0.436,0.288,1,3.0,1.0,162,,,greater than 775.0
NYM,NL,2001,713,82,0.3229999999999999,0.387,0.249,0,,,162,0.314,0.419,less than 652.0
SFG,NL,1970,826,86,0.351,0.409,0.262,0,,,162,,,greater than 775.0
CIN,NL,2011,720,79,0.326,0.408,0.256,0,,,162,0.325,0.415,between 711.0 and 775.0
BOS,AL,1984,764,86,0.341,0.441,0.283,0,,,162,,,greater than 775.0
WSA,AL,1968,665,65,0.287,0.336,0.2239999999999999,0,,,161,,,less than 652.0
CHC,NL,1968,611,84,0.298,0.366,0.242,0,,,163,,,less than 652.0
HOU,NL,1993,630,85,0.33,0.409,0.267,0,,,162,,,between 711.0 and 775.0
HOU,NL,2000,944,72,0.361,0.477,0.278,0,,,162,0.353,0.476,greater than 775.0
MIL,NL,2011,638,96,0.325,0.425,0.261,1,3.0,3.0,162,0.304,0.385,between 711.0 and 775.0
TEX,AL,1997,823,77,0.3339999999999999,0.4379999999999999,0.2739999999999999,0,,,162,,,greater than 775.0
CLE,AL,2007,704,96,0.3429999999999999,0.428,0.268,1,1.0,3.0,162,0.322,0.407,greater than 775.0
CIN,NL,1965,704,89,0.3389999999999999,0.439,0.273,0,,,162,,,greater than 775.0
PIT,NL,2007,846,68,0.325,0.411,0.263,0,,,162,0.352,0.447,between 711.0 and 775.0
MIN,AL,2012,832,66,0.325,0.39,0.26,0,,,162,0.3329999999999999,0.442,between 652.0 and 711.0
CHW,AL,1993,664,94,0.3379999999999999,0.411,0.265,1,4.0,3.0,162,,,greater than 775.0
NYY,AL,2011,657,97,0.3429999999999999,0.444,0.263,1,2.0,4.0,162,0.322,0.3989999999999999,greater than 775.0
HOU,NL,2006,719,82,0.332,0.409,0.255,0,,,162,0.319,0.421,between 711.0 and 775.0
MIL,AL,1992,604,92,0.33,0.375,0.268,0,,,162,,,between 711.0 and 775.0
DET,AL,1993,837,85,0.362,0.434,0.275,0,,,162,,,greater than 775.0
SDP,NL,1988,583,83,0.31,0.351,0.247,0,,,161,,,less than 652.0
SFG,NL,1974,723,72,0.322,0.358,0.252,0,,,162,,,less than 652.0
DET,AL,1980,757,84,0.348,0.409,0.273,0,,,163,,,greater than 775.0
MIN,AL,1971,670,74,0.3229999999999999,0.372,0.26,0,,,160,,,between 652.0 and 711.0
BOS,AL,1996,921,85,0.359,0.457,0.283,0,,,162,,,greater than 775.0
LAD,NL,1975,534,88,0.325,0.365,0.248,0,,,162,,,less than 652.0
CLE,AL,1965,613,87,0.315,0.379,0.25,0,,,162,,,between 652.0 and 711.0
KCR,AL,2003,867,83,0.336,0.427,0.2739999999999999,0,,,162,0.348,0.45,greater than 775.0
HOU,NL,1968,588,72,0.298,0.317,0.231,0,,,162,,,less than 652.0
CAL,AL,1982,670,93,0.347,0.433,0.2739999999999999,1,2.0,3.0,162,,,greater than 775.0
STL,NL,1974,643,86,0.331,0.365,0.265,0,,,161,,,between 652.0 and 711.0
MIL,NL,2005,697,81,0.331,0.423,0.259,0,,,162,0.324,0.408,between 711.0 and 775.0
TBR,AL,2012,577,90,0.317,0.3939999999999999,0.24,0,,,162,0.294,0.352,between 652.0 and 711.0
HOU,NL,2003,677,87,0.336,0.431,0.263,0,,,162,0.326,0.397,greater than 775.0
HOU,NL,1964,628,66,0.285,0.315,0.2289999999999999,0,,,162,,,less than 652.0
MON,NL,1998,783,65,0.31,0.3939999999999999,0.249,0,,,162,,,less than 652.0
CLE,AL,1963,702,79,0.301,0.381,0.239,0,,,162,,,less than 652.0
BOS,AL,2000,745,85,0.341,0.423,0.267,0,,,162,0.322,0.411,greater than 775.0
OAK,AL,2005,658,88,0.33,0.407,0.262,0,,,162,0.311,0.382,between 711.0 and 775.0
CLE,AL,2011,760,80,0.317,0.396,0.25,0,,,162,0.3229999999999999,0.413,between 652.0 and 711.0
CHW,AL,1987,746,77,0.319,0.415,0.258,0,,,162,,,between 711.0 and 775.0
CLE,AL,1984,766,75,0.335,0.384,0.265,0,,,163,,,between 711.0 and 775.0
STL,NL,1963,628,93,0.326,0.4029999999999999,0.271,0,,,162,,,between 711.0 and 775.0
LAD,NL,2000,729,86,0.341,0.431,0.257,0,,,162,0.332,0.407,greater than 775.0
OAK,AL,1997,946,65,0.3389999999999999,0.423,0.26,0,,,162,,,between 711.0 and 775.0
KCR,AL,1978,634,92,0.3289999999999999,0.3989999999999999,0.268,1,3.0,3.0,162,,,between 711.0 and 775.0
KCR,AL,1970,705,65,0.309,0.348,0.244,0,,,162,,,less than 652.0
WSA,AL,1963,812,56,0.293,0.351,0.2269999999999999,0,,,162,,,less than 652.0
STL,NL,1987,693,95,0.34,0.3779999999999999,0.263,1,2.0,2.0,162,,,greater than 775.0
BAL,AL,2011,860,69,0.316,0.413,0.257,0,,,162,0.341,0.46,between 652.0 and 711.0
BAL,AL,1988,789,54,0.305,0.359,0.238,0,,,161,,,less than 652.0
ATL,NL,1969,631,93,0.321,0.38,0.258,1,4.0,3.0,162,,,between 652.0 and 711.0
LAD,NL,2006,751,88,0.348,0.432,0.276,1,5.0,4.0,162,0.33,0.418,greater than 775.0
CAL,AL,1966,643,80,0.303,0.354,0.2319999999999999,0,,,162,,,less than 652.0
LAD,NL,1966,490,95,0.314,0.362,0.256,1,2.0,2.0,162,,,less than 652.0
MIL,AL,1973,731,74,0.325,0.3879999999999999,0.253,0,,,162,,,between 652.0 and 711.0
STL,NL,1996,706,88,0.33,0.407,0.267,1,6.0,3.0,162,,,between 711.0 and 775.0
OAK,AL,1977,749,63,0.308,0.352,0.24,0,,,161,,,less than 652.0
KCR,AL,1971,566,85,0.313,0.353,0.25,0,,,161,,,less than 652.0
BOS,AL,1962,756,76,0.324,0.4029999999999999,0.258,0,,,160,,,between 652.0 and 711.0
CHW,AL,1967,491,89,0.291,0.32,0.225,0,,,162,,,less than 652.0
CIN,NL,1982,661,61,0.31,0.35,0.251,0,,,162,,,less than 652.0
PIT,NL,1991,632,98,0.3379999999999999,0.3979999999999999,0.263,1,1.0,3.0,162,,,between 711.0 and 775.0
FLA,NL,2007,891,71,0.336,0.4479999999999999,0.267,0,,,162,0.364,0.442,greater than 775.0
NYY,AL,1965,604,77,0.299,0.364,0.235,0,,,162,,,less than 652.0
NYY,AL,1987,758,89,0.336,0.418,0.262,0,,,162,,,greater than 775.0
DET,AL,1975,786,57,0.301,0.366,0.249,0,,,159,,,less than 652.0
HOU,NL,1965,711,65,0.305,0.34,0.237,0,,,162,,,less than 652.0
KCR,AL,2007,778,69,0.322,0.3879999999999999,0.261,0,,,162,0.3389999999999999,0.445,between 652.0 and 711.0
BAL,AL,1980,640,100,0.342,0.413,0.273,0,,,162,,,greater than 775.0
NYM,NL,1986,578,108,0.3389999999999999,0.401,0.263,1,1.0,1.0,162,,,greater than 775.0
CAL,AL,1970,630,86,0.309,0.363,0.251,0,,,162,,,less than 652.0
CHW,AL,1978,731,71,0.317,0.379,0.264,0,,,161,,,less than 652.0
STL,NL,1978,657,69,0.303,0.358,0.249,0,,,162,,,less than 652.0
NYM,NL,1977,663,64,0.313,0.346,0.244,0,,,162,,,less than 652.0
STL,NL,1962,664,84,0.335,0.3939999999999999,0.271,0,,,163,,,between 711.0 and 775.0
BAL,AL,2007,868,69,0.3329999999999999,0.412,0.272,0,,,162,0.354,0.412,between 711.0 and 775.0
WSA,AL,1962,716,60,0.308,0.373,0.25,0,,,162,,,less than 652.0
PHI,NL,1962,759,81,0.33,0.39,0.26,0,,,161,,,between 652.0 and 711.0
CAL,AL,1993,770,71,0.331,0.38,0.26,0,,,162,,,between 652.0 and 711.0
PIT,NL,2009,768,62,0.318,0.387,0.252,0,,,161,0.346,0.442,less than 652.0
MIN,AL,2005,662,83,0.3229999999999999,0.391,0.259,0,,,162,0.307,0.408,between 652.0 and 711.0
MON,NL,1971,729,71,0.322,0.3429999999999999,0.246,0,,,162,,,less than 652.0
CHW,AL,1979,748,73,0.3329999999999999,0.41,0.275,0,,,160,,,between 711.0 and 775.0
LAA,AL,2009,761,97,0.35,0.441,0.285,1,2.0,3.0,162,0.3379999999999999,0.432,greater than 775.0
ARI,NL,1998,812,65,0.314,0.3929999999999999,0.246,0,,,162,,,between 652.0 and 711.0
TOR,AL,1999,862,84,0.352,0.457,0.28,0,,,162,0.353,0.456,greater than 775.0
PIT,NL,1975,565,92,0.3229999999999999,0.402,0.263,1,4.0,3.0,161,,,between 711.0 and 775.0
MIL,AL,1989,679,81,0.318,0.382,0.259,0,,,162,,,between 652.0 and 711.0
ATL,NL,1990,821,65,0.311,0.396,0.25,0,,,162,,,between 652.0 and 711.0
STL,NL,1969,540,87,0.316,0.359,0.253,0,,,162,,,less than 652.0
SEA,AL,2011,675,67,0.292,0.348,0.233,0,,,162,0.31,0.386,less than 652.0
ATL,NL,2007,733,84,0.3389999999999999,0.435,0.275,0,,,162,0.327,0.415,greater than 775.0
KCR,AL,1999,921,64,0.348,0.433,0.282,0,,,161,0.365,0.4539999999999999,greater than 775.0
TEX,AL,2006,784,80,0.3379999999999999,0.446,0.278,0,,,162,0.341,0.424,greater than 775.0
MLN,NL,1965,633,86,0.31,0.416,0.256,0,,,162,,,between 652.0 and 711.0
COL,NL,2012,890,64,0.33,0.436,0.2739999999999999,0,,,162,0.357,0.47,between 711.0 and 775.0
PHI,NL,1973,717,71,0.31,0.371,0.249,0,,,162,,,less than 652.0
BAL,AL,1997,681,98,0.341,0.429,0.268,1,2.0,3.0,162,,,greater than 775.0
KCR,AL,2004,905,58,0.322,0.397,0.259,0,,,162,0.352,0.476,between 711.0 and 775.0
TEX,AL,1978,632,87,0.332,0.381,0.253,0,,,162,,,between 652.0 and 711.0
KCR,AL,1969,688,69,0.309,0.3379999999999999,0.24,0,,,163,,,less than 652.0
DET,AL,1978,653,86,0.3389999999999999,0.392,0.271,0,,,162,,,between 711.0 and 775.0
LAD,NL,1965,521,97,0.312,0.335,0.245,1,2.0,1.0,162,,,less than 652.0
LAD,NL,1989,536,77,0.306,0.3389999999999999,0.24,0,,,160,,,less than 652.0
MIL,NL,2001,806,68,0.319,0.426,0.251,0,,,162,0.35,0.44,between 711.0 and 775.0
NYY,AL,1970,612,93,0.324,0.365,0.251,0,,,163,,,between 652.0 and 711.0
PIT,NL,2004,744,72,0.321,0.401,0.26,0,,,161,0.342,0.416,between 652.0 and 711.0
ARI,NL,2007,732,90,0.321,0.413,0.25,1,3.0,3.0,162,0.3339999999999999,0.42,between 711.0 and 775.0
SDP,NL,1997,891,76,0.342,0.407,0.271,0,,,162,,,greater than 775.0
BOS,AL,1988,689,89,0.357,0.42,0.283,1,4.0,3.0,162,,,greater than 775.0
LAA,AL,1962,706,86,0.325,0.38,0.25,0,,,162,,,between 711.0 and 775.0
DET,AL,1965,602,89,0.312,0.374,0.238,0,,,162,,,between 652.0 and 711.0
NYY,AL,1992,746,76,0.3279999999999999,0.406,0.261,0,,,162,,,between 711.0 and 775.0
CHC,NL,1976,728,75,0.313,0.356,0.251,0,,,162,,,less than 652.0
FLA,NL,1996,703,80,0.3289999999999999,0.3929999999999999,0.257,0,,,162,,,between 652.0 and 711.0
STL,NL,1968,472,97,0.298,0.346,0.249,1,2.0,2.0,162,,,less than 652.0
TBR,AL,2008,671,97,0.34,0.422,0.26,1,2.0,2.0,162,0.314,0.4,between 711.0 and 775.0
HOU,NL,1999,675,97,0.355,0.42,0.267,1,4.0,4.0,162,0.326,0.397,greater than 775.0
CIN,NL,1975,586,108,0.353,0.401,0.271,1,1.0,1.0,162,,,greater than 775.0
CHW,AL,1963,544,94,0.3229999999999999,0.365,0.25,0,,,162,,,between 652.0 and 711.0
SEA,AL,1988,744,68,0.317,0.3979999999999999,0.257,0,,,161,,,between 652.0 and 711.0
LAD,NL,1997,645,88,0.33,0.418,0.268,0,,,162,,,between 711.0 and 775.0
CIN,NL,2006,801,80,0.336,0.432,0.257,0,,,162,0.337,0.457,between 711.0 and 775.0
SFG,NL,1990,710,85,0.3229999999999999,0.396,0.262,0,,,162,,,between 711.0 and 775.0
SEA,AL,2008,811,61,0.318,0.389,0.265,0,,,162,0.351,0.433,between 652.0 and 711.0
HOU,NL,1984,630,80,0.3229999999999999,0.371,0.264,0,,,162,,,between 652.0 and 711.0
HOU,NL,1974,632,81,0.322,0.3779999999999999,0.263,0,,,162,,,between 652.0 and 711.0
NYM,NL,2006,731,97,0.3339999999999999,0.445,0.264,1,1.0,3.0,162,0.3229999999999999,0.407,greater than 775.0
LAD,NL,1978,573,95,0.3379999999999999,0.402,0.264,1,2.0,2.0,162,,,between 711.0 and 775.0
COL,NL,2003,892,74,0.344,0.445,0.267,0,,,162,0.359,0.47,greater than 775.0
SDP,NL,2003,831,64,0.3329999999999999,0.3879999999999999,0.261,0,,,162,0.341,0.437,between 652.0 and 711.0
CIN,NL,1967,563,87,0.297,0.372,0.248,0,,,162,,,less than 652.0
DET,AL,1999,882,69,0.326,0.4429999999999999,0.261,0,,,161,0.349,0.451,between 711.0 and 775.0
BAL,AL,2008,869,68,0.3329999999999999,0.429,0.267,0,,,161,0.361,0.435,greater than 775.0
SDP,NL,2006,679,88,0.332,0.416,0.263,1,5.0,4.0,162,0.312,0.4039999999999999,between 711.0 and 775.0
NYM,NL,1980,702,67,0.319,0.345,0.257,0,,,162,,,less than 652.0
CHW,AL,2004,831,83,0.3329999999999999,0.457,0.268,0,,,162,0.3379999999999999,0.4529999999999999,greater than 775.0
SFG,NL,1965,593,95,0.313,0.385,0.252,0,,,163,,,between 652.0 and 711.0
SEA,AL,2000,780,91,0.361,0.442,0.2689999999999999,1,4.0,3.0,162,0.3389999999999999,0.416,greater than 775.0
DET,AL,1979,738,84,0.3389999999999999,0.415,0.2689999999999999,0,,,161,,,between 711.0 and 775.0
DET,AL,2005,787,71,0.321,0.428,0.272,0,,,162,0.33,0.436,between 711.0 and 775.0
CAL,AL,1988,771,75,0.321,0.385,0.261,0,,,162,,,between 711.0 and 775.0
ATL,NL,2012,600,94,0.32,0.389,0.247,1,4.0,5.0,162,0.306,0.3779999999999999,between 652.0 and 711.0
SDP,NL,2009,769,75,0.321,0.381,0.242,0,,,162,0.3329999999999999,0.406,less than 652.0
DET,AL,1986,714,87,0.3379999999999999,0.424,0.263,0,,,162,,,greater than 775.0
CAL,AL,1975,723,72,0.322,0.3279999999999999,0.246,0,,,161,,,less than 652.0
PIT,NL,1968,532,80,0.306,0.3429999999999999,0.252,0,,,163,,,less than 652.0
PHI,NL,1998,808,75,0.326,0.395,0.264,0,,,162,,,between 711.0 and 775.0
TOR,AL,1988,680,87,0.332,0.419,0.268,0,,,162,,,between 711.0 and 775.0
NYM,NL,1967,672,61,0.288,0.325,0.238,0,,,162,,,less than 652.0
MON,NL,2002,718,83,0.3339999999999999,0.418,0.261,0,,,162,0.3289999999999999,0.421,between 711.0 and 775.0
