x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,energy10,energy11,energy12,energy13,energy14,energy15,energy16,energy_total,512.2351,417.5319,94.5311,498.2356,489.6541,37.5836,291.2083,341.9672,0.0,555.3695,430.802,27.2277,322.531,205.2096,40.739,132.1475,10.6754,423.8234,90.3747,351.4701,33.2651,63.678,356.7663,92.7,553.1572,149.1223,38.3382,272.7373,312.2364,422.6691,464.6098,462.8044,243250.0859,265693.0457,209295.9993,268266.4415,236712.7999,203019.8858,260261.1539,229716.2707,266215.6722,260196.54,227732.0102,215200.875,228920.1279,273408.0288,261848.6548,272850.0305,between 3755820.3235 and 3830819.051
461.0591,88.3854,394.6993,129.9145,455.9283,67.2761,398.1771,521.4495,305.8402,186.9115,296.2962,194.4116,129.2063,85.4281,387.1778,198.7296,384.3448,402.6482,199.4228,176.349,401.2365,246.7454,160.6543,262.1237,480.882,266.4115,193.6048,232.0619,108.8434,261.742,301.4196,365.8825,240.6194,211915.3905,258372.3492,180034.8166,195939.8143,235820.6851,272151.6479,234890.6875,260110.4574,259399.4212,232342.1353,268350.5846,237419.6562,253158.2595,269158.6347,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.797,526.4191,66.7292,98.908,324.6616,94.6517,504.9288,129.6512,244.8951,373.3421,204.4367,444.2966,311.3354,357.8277,231.4198,85.3699,231.695,192.2633,378.4077,301.6293,183.2417,299.9551,444.1575,163.1919,311.6863,446.7395,262.7373,83.3598,300.7599,265.6715,444.7391,272.3993,223191.911,217419.2637,252301.4386,211065.6283,192686.1433,272350.7343,249531.3543,261140.5963,252795.3506,224242.9414,193555.1533,245421.2994,249420.9475,219840.9628,226158.9565,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.4644,263.1918,191.4769,409.1112,97.2993,468.7945,378.7598,460.4296,450.6321,357.8293,246.6892,231.8402,200.4298,444.4143,245.3953,342.5895,199.3731,94.4215,450.4298,355.4505,325.945,246.9341,400.8937,335.2367,357.3756,366.6543,266.339,323.1444,372.3839,199.1052,326.7453,486.142,261061.5173,193743.1317,253861.0342,272495.2739,200106.7359,251456.3213,244420.8594,242655.4746,256790.4309,222981.1353,264151.2539,184951.6282,264509.6386,242659.8244,237485.8829,191375.5647,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.6282,384.1919,444.2517,148.8299,186.6091,332.9243,485.2818,357.7672,400.6794,444.2723,190.3517,88.4939,230.4586,334.8132,296.6563,102.1394,395.6252,483.8819,93.4515,198.7472,395.6252,493.9855,342.7769,355.3147,409.319,302.5428,230.1819,340.7662,429.6311,300.8826,230.2728,300.9111,245821.2536,245439.2882,237314.9465,266940.7824,233442.2813,260767.4689,235129.4421,211395.6256,211654.2516,270421.6562,230372.8593,236980.4156,278481.3691,233590.4541,259362.1533,250317.9363,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.7672,484.9261,276.6315,258.2811,421.4027,76.4443,498.7455,201.6288,303.734,248.3512,211.3348,413.6425,264.8297,97.4214,258.5491,444.6555,334.2495,200.1232,391.4067,296.911,271.4354,388.2455,444.6555,194.3528,282.4211,198.3828,351.3397,324.7616,355.8822,394.9115,235.8848,361.651,194475.6221,225840.6515,181581.3999,252819.1084,281135.5362,182010.662,259491.6566,264999.2537,259479.4939,260661.7654,227651.348,252194.4446,208611.4192,244454.4197,235440.6487,233240.6714,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.4649,457.7554,357.5841,108.294,384.7378,340.7661,504.9243,335.8241,335.8241,282.4692,434.4596,276.3556,333.3425,95.3218,300.1968,394.1157,434.0958,220.4896,355.4639,246.3415,435.9289,270.9933,202.8376,335.1362,417.9648,377.9556,201.9283,324.124,255.8221,202.5314,321.9248,208.1114,236432.3517,258791.3418,262134.6477,270590.2198,231035.9015,212419.9017,198354.4423,251249.3945,234420.7902,246158.7456,227442.1158,247191.3704,216493.9618,252590.4922,220351.7572,254421.8242,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.2553,89.3433,194.6864,194.4115,394.7875,354.5544,398.1959,282.9832,351.895,368.3855,400.4299,302.1143,97.6413,200.1814,354.5494,335.5331,193.9262,410.3482,230.1441,320.5849,370.1313,375.6484,292.8613,330.5843,282.1423,355.5343,397.1431,381.684,187.4854,310.3757,323.2457,276.1815,247383.8191,244240.6704,256514.1953,250685.3283,256157.9604,212475.8372,238219.5963,262234.4505,221517.2532,252480.4546,225987.5314,222879.415,256155.5312,234695.4542,189468.9854,197832.7368,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.7378,451.8933,249.2595,82.6096,241.3753,56.3505,323.761,296.2632,303.3528,292.8621,187.3838,200.5849,323.1532,259.6325,365.4851,187.6345,399.2517,394.8611,372.7648,278.2411,247.6303,276.5938,290.4256,200.3823,361.4768,348.7397,266.7371,302.7611,296.9557,210.6999,272.6519,332.2614,252391.245,263251.5316,268135.759,252819.2996,213116.1919,263813.6463,209445.5645,224961.8443,192430.584,196449.6953,161399.5511,251395.4682,183561.1533,236350.5315,242941.3455,191377.7563,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.3059,375.569,189.941,336.4256,187.8242,187.4215,333.342,243.6584,411.4551,341.4215,245.8547,301.114,230.7458,240.5557,239.5953,325.8133,306.2647,281.2531,305.4111,257.5097,334.5652,349.6518,345.9114,268.9343,260.4944,198.2175,325.3355,292.6892,369.436,271.4345,226.7672,365.115,238192.3497,273364.3051,203490.5554,228131.9563,273469.2872,230450.8143,186604.5333,246325.3825,244941.3357,196254.4442,225796.2875,234197.6284,242449.2537,236813.1859,198947.5172,206253.986,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.396,171.3246,303.4631,101.8243,190.3318,342.0596,341.1514,213.9345,272.8378,299.861,394.1968,181.7376,185.3551,272.6545,303.1746,217.281,272.1153,300.7955,245.9827,187.3703,399.5631,334.2731,181.2259,281.7452,324.799,374.9793,334.1866,198.2175,372.7652,334.9833,239.5901,324.4155,246342.4935,199419.9603,219628.7767,189395.2633,223915.5505,206355.9804,217144.3219,275157.2921,224142.3491,208001.6571,210531.6959,249210.6604,210414.4556,217993.4795,230428.3517,213249.1575,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.3399,183.9404,284.1398,446.3507,323.1342,270.3993,216.4543,455.7955,381.3051,195.7956,290.299,361.3985,334.8326,336.4958,230.4396,210.3357,242.342,342.213,336.3328,194.4855,232.3399,271.4856,326.1313,356.2644,360.649,392.7259,399.3143,304.8826,243.4441,284.456,263.4341,332.3428,204142.4399,230131.4154,252981.7953,193947.1354,265493.3845,251106.4453,215021.6153,196739.7371,257814.2429,281116.627,235734.2406,223914.2134,184892.2538,247261.4192,208451.584,194135.1346,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.5316,419.2714,444.4861,394.1135,88.3858,305.2196,185.8641,88.6514,444.2047,444.7608,394.2174,361.6015,444.3054,230.3956,261.7298,300.4319,444.4831,444.4814,340.4596,444.4758,335.5874,394.4684,222.3829,261.4115,217.4797,217.3257,300.3499,301.2194,217.454,394.4746,444.399,301.3467,245191.6252,225259.2896,191791.6151,233671.9105,266021.4134,270305.9626,265130.6706,258342.4445,221499.6236,232331.5904,235372.6569,193299.5652,263391.6583,191394.6444,186390.2926,257111.4506,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.4195,374.6233,172.9617,333.3414,429.7973,294.1156,242.7958,393.5553,361.824,399.4221,256.628,264.3825,395.8245,304.7964,198.2451,341.4931,256.3982,281.7365,182.8194,341.4193,272.8191,241.4998,392.6324,263.4985,273.3428,346.829,216.431,374.9247,306.2787,236.3981,314.7557,313.8556,205298.3246,220111.6857,235140.3945,256155.7363,266021.914,256390.2924,248914.2637,245987.5013,235542.3442,206250.9332,228632.3825,244982.409,228514.4065,261960.3758,252601.5335,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.6418,157.1312,409.8274,104.4459,193.2637,407.6469,179.2963,407.3956,429.7619,341.3494,355.8642,181.9814,399.8191,306.7436,190.6278,231.4852,243.8294,245.4211,272.8294,287.4599,312.3948,395.4552,398.4341,182.3962,188.4262,256.6324,245.4936,429.8126,288.396,323.4931,297.4618,210.3945,261934.4833,254961.8191,268130.6321,236934.2461,181983.6246,251357.9343,249451.4491,225116.4795,272272.4192,200341.485,212451.824,235301.4946,233690.4291,186470.3986,267540.4095,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.9851,355.1418,355.3967,299.6956,388.3826,324.1719,243.588,355.1953,342.8618,324.1725,198.2319,394.3957,268.455,231.4443,302.2355,217.3856,272.8351,355.3568,235.6954,361.839,277.2317,276.5938,293.3211,362.3844,197.6319,233.3952,355.1762,341.3547,327.4992,193.3981,299.2169,355.2216,225144.4881,235987.4146,189940.6484,239420.9585,245679.8243,209355.2825,230149.6155,235735.451,191755.4579,234139.6844,258813.3494,191391.6576,199799.3509,202692.5935,228499.6544,239515.6346,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.6317,394.695,441.7959,188.3913,247.633,285.4194,394.3248,227.6452,394.6896,394.6832,247.5851,340.3882,394.3248,394.664,272.8335,247.5851,394.695,394.695,272.8162,340.3882,394.695,394.3248,247.5851,216.4495,340.3882,394.695,272.8162,272.8162,394.695,247.5851,394.695,394.695,265430.8755,251123.0463,252819.6342,256157.1367,259491.1354,199485.8595,212112.4834,230445.6221,255687.3752,230016.5884,163395.8222,239135.7739,234690.6883,208540.217,201392.1113,217331.7614,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.1195,437.8853,197.3417,98.0298,480.0731,480.4798,263.6977,408.9115,36.5563,21.0279,484.7945,434.8855,292.1516,177.2739,69.5655,74.364,394.9795,157.5512,391.3472,220.6939,384.2088,33.5032,457.2703,212.8403,91.981,536.0435,295.6659,394.7942,178.2632,229.7554,445.4759,187.2459,204213.2517,225814.4506,267596.6411,200357.6842,223493.7292,249693.9459,246175.1775,227162.8453,217444.6772,210142.177,257179.6628,202604.4113,196016.1159,238157.3216,246554.4294,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0275,16.2759,456.4222,493.427,183.3218,302.0711,507.7735,263.985,411.449,44.7382,184.9116,446.5734,76.3513,523.9116,417.1531,106.8496,374.7537,460.4304,410.3416,299.8197,429.4925,240.7842,61.3726,361.7393,160.4423,504.6129,103.6713,228.5086,411.7033,480.8995,73.1415,98.2992,235821.1151,233531.6625,261121.3499,205630.8237,191678.6288,233156.3943,253938.2592,194151.4759,227335.5553,244823.8405,234187.5317,258892.162,199215.5849,236654.3491,187836.6918,230501.8987,between 3685857.466 and 3755820.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.445,279.2813,89.3923,272.2615,460.6903,41.3491,220.9611,457.1713,202.9416,445.9353,378.8372,106.1153,93.3552,300.7391,481.0584,384.8231,231.7657,406.3397,484.2814,428.3856,445.6848,256.8497,97.2454,508.4852,433.734,288.2363,245.1553,452.1316,381.2873,200.6612,321.9474,393.9614,186320.8556,216179.3812,245813.5502,229871.9795,233479.8614,210495.6315,256445.4678,201145.5964,229499.2638,251255.8168,263135.8645,196339.5969,241270.6894,238892.8571,219341.9893,263440.7234,between 3685857.466 and 3755820.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.213,298.7372,409.8372,299.217,129.3946,94.4429,211.4554,93.5275,263.6546,187.2591,333.8614,95.4432,407.6211,169.6624,486.5315,300.4114,340.3827,444.8225,333.1346,97.3889,300.485,472.6627,302.3485,403.6048,434.4552,266.6128,449.4315,232.7762,370.1712,365.2535,219.509,261.8952,243734.3432,199379.6154,234121.4648,241102.3952,200723.5093,264767.1827,194325.4091,242695.8194,248554.3149,181814.1115,212135.6846,251533.857,235419.5967,190656.1648,266179.4221,225356.5493,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.483,431.396,77.3051,177.455,435.3028,414.3492,435.5659,375.8496,296.759,100.7617,446.9826,342.4597,155.1117,220.3355,299.9115,449.7344,391.9115,104.411,294.6993,232.5491,462.4755,88.2949,499.5112,449.3221,399.1428,422.6549,394.211,449.2726,253.6316,245.8218,456.3511,265.2724,204941.9856,223823.4508,230325.4649,251448.219,231819.4684,199819.4428,224123.5652,203985.6174,273495.6222,207370.4559,245395.9456,190139.3558,179811.6097,231767.9939,270331.8296,210449.9795,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.987,309.6095,365.736,252.2637,140.3456,232.259,320.7668,301.3395,84.4219,232.9012,374.9116,430.2342,258.3958,317.4311,298.2517,106.445,405.3132,433.2199,445.7618,456.3876,400.6346,305.6461,221.3525,297.4931,420.4449,305.3991,431.9451,362.3546,282.3395,273.5512,329.2993,277.7848,247061.4116,194185.6651,208111.341,218124.5113,265440.9466,221457.5111,222821.1136,185985.4304,254362.6543,213464.7559,251151.549,172382.5048,245509.3823,239412.6784,188714.3417,242224.2415,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.415,180.342,373.795,182.1941,334.399,302.8767,103.6627,388.5632,221.1152,378.6418,366.7556,375.3443,299.8817,406.6774,174.2696,295.4926,239.7555,281.4127,342.449,195.4292,342.5118,400.2536,373.4394,212.4191,221.2139,299.2416,429.4958,394.8457,206.2135,336.3143,322.819,219.6158,181655.564,227939.4446,238174.5909,259110.4452,224362.5259,215564.1173,243668.2827,204625.7765,214123.4207,185321.7568,202551.2539,263323.5318,223142.9112,202025.7765,257144.1915,162946.1452,between 3685857.466 and 3755820.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.646,334.8235,93.5089,493.209,302.6343,275.9615,82.4203,441.6841,256.5963,86.213,259.6656,245.7394,399.7972,261.3448,288.7764,302.1911,409.979,272.2895,484.1416,449.3544,391.7896,97.3954,258.4448,207.8996,311.6852,219.6553,322.9823,438.289,411.8497,349.5556,412.4193,349.4938,237901.6449,218158.1642,214604.7459,211390.4449,256790.281,206321.1114,250372.1642,265297.0506,240213.644,245408.5049,187127.7672,256471.1355,172603.5095,225661.3707,251356.6442,243509.3234,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.751,408.4215,301.4756,0.0,456.4917,263.8231,106.2415,241.5637,179.816,456.1295,481.403,136.4942,192.2162,292.4275,396.5099,333.1779,396.5119,101.7765,472.3325,298.439,301.495,445.457,414.6997,430.3326,248.2946,481.2136,254.3642,263.5257,240.6933,396.3346,380.4281,334.9114,217651.2598,206299.8592,255441.7605,220985.8403,264339.8401,231979.3216,198251.3439,260245.6346,228362.7554,231791.362,203551.3609,231429.8551,238156.4556,251899.4358,223114.9628,210115.5658,between 3685857.466 and 3755820.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245.755,230.3458,416.3954,0.0,230.2342,315.1237,169.6486,395.982,243.4569,183.3553,410.4581,168.4275,304.895,381.2356,432.8193,255.1852,278.2945,402.6159,246.1531,450.3829,430.4331,244.6211,334.4291,380.9851,443.4358,400.4316,299.3218,216.4759,353.4345,255.4139,443.2596,205.6301,211953.013,227198.5644,242542.5846,232413.9419,186153.1443,211106.4768,206555.2726,249362.3445,266318.5869,254732.3042,224121.3514,235390.3941,183657.5656,252565.1518,186411.7344,239122.9566,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.3297,413.784,156.2533,177.5331,263.444,242.9595,444.7652,321.9898,246.7844,434.4937,296.3739,243.6517,281.1945,245.9877,312.3953,396.4311,374.6111,393.2813,425.2635,393.2591,295.3758,351.5153,293.4144,272.5338,369.6542,402.4429,332.6217,311.6214,371.9355,344.4199,314.9335,355.1914,227142.2245,231670.1316,251984.6287,192225.593,256194.4278,232360.2426,222765.661,185660.1935,232860.9562,204341.5498,234112.4647,257166.4282,233509.3553,267116.323,269757.4695,234430.7976,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.245,217.3873,498.3194,89.3547,455.4998,333.7648,456.3954,94.2352,441.6616,445.7953,353.8776,380.7392,206.2519,244.7566,396.2485,393.8772,427.6468,381.7925,395.9791,256.4999,427.3496,348.5653,384.245,449.6541,303.3881,342.3835,380.4458,357.7618,255.3111,332.6451,318.6655,257.4492,204654.4752,205962.784,191937.5553,254103.8461,226178.6579,233355.7374,223985.9419,215985.5311,206135.9424,253499.8579,201181.2454,253124.115,221564.4552,266015.3028,203101.3058,271108.0911,between 3685857.466 and 3755820.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.287,320.6541,92.3491,178.9423,341.955,411.1351,176.4895,252.9113,233.3739,240.4221,349.9878,300.3722,287.4214,381.8244,341.1155,381.3818,355.8823,429.2197,370.2818,375.2136,329.3424,411.8226,246.4759,259.4095,375.4979,291.4334,416.434,333.8169,278.4257,375.6258,298.395,370.4596,244129.4137,200695.8547,251617.4793,245132.3054,203654.8143,241832.4496,203980.4222,255251.3451,194774.8243,225525.6543,208335.2426,184276.3055,201934.3959,195214.9965,273813.3741,252504.2706,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.971,285.4495,184.6467,481.2358,425.6706,181.6313,362.9822,253.4196,373.1421,357.3332,216.4991,258.3391,297.1438,302.3267,297.5252,240.3693,256.1416,259.4574,420.4456,344.5337,481.7394,246.5949,402.6514,302.4242,429.319,414.224,276.2467,258.3399,406.7372,315.3335,378.5966,217.4323,207444.9764,211421.6706,203107.3443,198254.4553,242021.3824,225395.2341,221242.7393,251210.6679,210551.6411,196555.4511,261010.5512,202987.3423,233656.4753,245659.493,228939.1118,239890.9413,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.234,480.7652,203.6348,373.7591,296.4199,222.6954,324.9622,333.9367,247.4557,380.3494,398.3322,273.3543,301.2426,222.3392,332.6897,390.4391,449.6246,375.2139,390.5964,382.5933,448.6199,394.4854,298.3941,399.3548,416.4996,440.3965,258.6546,387.6465,387.5337,392.4552,394.5861,351.5845,192530.4518,252129.2598,201907.3995,262241.9248,235659.9248,223422.9501,243690.6481,186145.3492,256155.1854,181853.3515,197835.5177,256790.8457,227554.4115,227131.3966,229939.4619,197816.6084,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.911,275.9112,363.584,418.5652,333.5237,310.6448,245.3694,365.1584,296.4552,334.9995,342.4118,352.9795,336.8549,394.3826,252.3218,251.4753,414.9266,391.4314,375.6666,339.4453,335.4568,420.4677,415.4441,271.4629,247.3476,383.3529,259.2922,349.4688,370.6216,360.4387,308.563,341.3593,255399.5812,225401.3699,247005.4949,216495.499,235824.6566,255459.9621,189242.6095,225140.5316,223565.4508,240394.6953,196634.3542,232429.6316,259281.8996,230668.6458,265213.4415,232760.445,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.8832,416.609,265.3556,220.3381,302.6895,403.2928,106.2639,381.4598,225.4567,377.9415,342.4745,255.6546,394.4853,353.9557,378.3353,419.4498,316.4496,336.5866,434.6445,317.5936,428.3451,284.4548,325.3665,404.3746,353.4457,320.5469,254.4748,301.4168,245.382,321.4489,345.5876,342.3253,217144.6304,232661.253,202395.4196,250362.1948,236395.4563,228185.4691,206485.661,224511.7951,203654.5516,196736.5516,201784.5846,243134.4685,220445.398,266725.4508,198556.5846,209154.2156,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.395,379.6462,420.4456,441.4274,395.6245,240.3982,409.662,320.9878,375.4458,314.6257,349.1623,438.5992,428.4448,284.4532,336.3745,397.4453,247.5916,403.2881,361.3353,354.5746,437.5867,325.3823,245.5312,375.3354,364.5847,349.4697,321.4856,324.9756,303.4455,420.3296,272.5851,376.4749,262766.3426,229857.3353,253125.5506,239662.3731,220135.3982,232611.6676,193846.3236,194654.2151,230961.7857,205837.5936,235325.7346,245143.941,252813.5337,270444.3968,238156.3416,233106.3643,between 3685857.466 and 3755820.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
